,Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Images,Last Visited
1620,Women's Tennis Laceless Hard Court Shoes,EF2696,14999,14999,0,Adidas,You play every single day so you need a shoe that's both durable and comfortable. These adidas tennis shoes have a cushioned midsole for enhanced comfort whether you're working on your groundstroke or playing best-of-five. A durable and supportive build lets you play on any type of court surface.,0,0,"[""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_1.jpg"",""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_2.jpg"",""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_3.jpg"",""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_4.jpg"",""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_5.jpg"",""https://content.adidas.co.in/static/Product-EF2696/WOMEN_TENNIS_SHOES_EF2696_6.jpg""]",2020-04-13T15:07:20
2120,Men's adidas Running UltraBoost Shoes,G28999,19999,13999,30,Adidas,"Built for comfort and performance. These men's running shoes have a breathable knit upper with ventilation in key sweat zones to help keep feet cool and dry. A flexible outsole moves in harmony with responsive cushioning for a smooth, energy-filled ride.",0,0,"[""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_1.jpg"",""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_2.jpg"",""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_3.jpg"",""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_4.jpg"",""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_5.jpg"",""https://content.adidas.co.in/static/Product-G28999/Men_RUNNING_SHOES_LOW_G28999_6.jpg""]",2020-04-13T15:07:41
1707,Men's adidas Originals Supercourt RX Shoes,EG6864,13999,13999,0,Adidas,Serving up 40 years of clean court style. The Supercourt RX is a fresh fashion essential that pays homage to adidas' rich archive of tennis designs. These shoes keep your look polished with a monochromatic color scheme that effortlessly merges with sculpted sidewalls and a dynamic split sole. A tongue label borrowed from adidas' past and perforated 3-Stripes perfect this modern classic.,0,0,"[""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_1.jpg"",""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_2.jpg"",""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_3.jpg"",""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_4.jpg"",""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_5.jpg"",""https://content.adidas.co.in/static/Product-EG6864/adidas_EG6864_6.jpg""]",2020-04-13T15:07:24
1906,Men's adidas Originals Pusha T Ozweego Shoes,FV2480,13999,13999,0,Adidas,"Pusha T came from the street to claim his status as a global name. A collaboration with the hip hop artist, these Pusha T Ozweego shoes take late-'90s and early-'00s running style in a new direction. They feature a textile and suede upper and a rubber outsole.",0,0,"[""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_1.jpg"",""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_2.jpg"",""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_3.jpg"",""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_4.jpg"",""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_5.jpg"",""https://content.adidas.co.in/static/Product-FV2480/adidas_FV2480_6.jpg""]",2020-04-13T15:07:32
1400,Men's adidas Originals Ninja Nite Jogger Shoes,FV6404,13999,13999,0,Adidas,"It's time. Time for a new wave of sport. In his collaboration with adidas, gaming streamer Tyler ""Ninja"" Blevins highlights the dedication it takes to reach the top of your game. So stay comfortable as you put the time in while wearing these sleek, energy-returning Nite Jogger shoes.",0,0,"[""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_1.jpg"",""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_2.jpg"",""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_3.jpg"",""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_4.jpg"",""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_5.jpg"",""https://content.adidas.co.in/static/Product-FV6404/MEN_ORIGINALS_SHOES_FV6404_6.jpg""]",2020-04-13T15:07:10
649,Women's adidas Originals Supercourt RX Shoes,FV3667,13999,13999,0,Adidas,"The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces.",0,0,"[""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_1.jpg"",""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_2.jpg"",""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_3.jpg"",""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_4.jpg"",""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_5.jpg"",""https://content.adidas.co.in/static/Product-FV3667/Women_ORIGINALS_SHOES_FV3667_6.jpg""]",2020-04-13T15:06:41
2436,Men's adidas Originals Stan Smith Recon Shoes,EF4001,13999,13999,0,Adidas,"Two-time Grand Slam champion. Number-one American player. And then he became a shoe. Named for the tennis legend, the adidas Stan Smith is a style icon around the world, beloved for its crisp, clean, goes-with-everything style. These shoes are a luxurious take on the timeless look, made with a premium leather upper and a full leather lining. Precise stitching gives them a polished look and feel.",0,0,"[""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_1.jpg"",""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_2.jpg"",""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_3.jpg"",""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_4.jpg"",""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_5.jpg"",""https://content.adidas.co.in/static/Product-EF4001/MEN_ORIGINALS_SHOES_EF4001_6.jpg""]",2020-04-13T15:07:52
1952,Men's adidas Originals Pusha T Ozweego Shoes,FV2484,13999,13999,0,Adidas,"Pusha T came from the street to claim his status as a global name. A collaboration with the hip hop artist, these Pusha T Ozweego shoes take late-'90s and early-'00s running style in a new direction. They feature a textile and suede upper and a rubber outsole.",0,0,"[""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_1.jpg"",""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_2.jpg"",""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_3.jpg"",""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_4.jpg"",""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_5.jpg"",""https://content.adidas.co.in/static/Product-FV2484/adidas_FV2484_6.jpg""]",2020-04-13T15:07:34
2399,Men's adidas Originals SC Premiere Gore-Tex Shoes,FU8940,13999,13999,0,Adidas,Court style inspired by archival designs. This version of the beloved court shoes features printed detail inspired by modernist art. GORE-TEX lining makes them ready for cold weather.,0,0,"[""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_1.jpg"",""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_2.jpg"",""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_3.jpg"",""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_4.jpg"",""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_5.jpg"",""https://content.adidas.co.in/static/Product-FU8940/Men_ORIGINALS_SHOES_FU8940_6.jpg""]",2020-04-13T15:07:51
2396,MEN'S ADIDAS RUNNING ULTRABOOST ALL TERRAIN SHOES,B37698,19999,13999,30,Adidas,"Wet sidewalks, icy puddles and muddy park trails can't slow you down. These neutral running shoes have a water-repellent knit upper with a high collar that wraps the ankle like a warm scarf. An all-terrain outsole provides dependable traction on wet or slippery surfaces. ",0,0,"[""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_1.jpg"",""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_2.jpg"",""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_3.jpg"",""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_4.jpg"",""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_5.jpg"",""https://content.adidas.co.in/static/Product-B37698/MEN_RUNNING_SHOES_MID_B37698_6.jpg""]",2020-04-13T15:07:51
598,Women's adidas Originals Supercourt RX Shoes,FV3671,13999,13999,0,Adidas,"The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces.",0,0,"[""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_1.jpg"",""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_2.jpg"",""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_3.jpg"",""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_4.jpg"",""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_5.jpg"",""https://content.adidas.co.in/static/Product-FV3671/Women_ORIGINALS_SHOES_FV3671_6.jpg""]",2020-04-13T15:06:39
1062,Men's adidas Football Copa 19+ Firm Ground Cleats,F35515,22999,13799,40,Adidas,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a match, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats seamlessly fuse a stretchy knit textile collar with a soft, ridged K-leather vamp. The result is secure lockdown, wraparound comfort and smooth-as-silk ball contact.",0,0,"[""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_1.jpg"",""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_2.jpg"",""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_3.jpg"",""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_4.jpg"",""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_5.jpg"",""https://content.adidas.co.in/static/Product-F35515/Men_FOOTBALL_SHOES_FIRM_GROUND_F35515_6.jpg""]",2020-04-13T15:06:57
1964,Men's adidas Football Nemeziz 19+ Firm Ground Cleats ,F34403,22999,13799,40,Adidas,"Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The stretchy upper on these laceless soccer cleats is weaved using different widths and tensions of tape to match your foot shape. The result is a lockdown fit that provides stability and a direct touch. A split outsole flexes with every twist and turn.",0,0,"[""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_1.jpg"",""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_2.jpg"",""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_3.jpg"",""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_4.jpg"",""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_5.jpg"",""https://content.adidas.co.in/static/Product-F34403/Men_FOOTBALL_SHOES_FIRM_GROUND_F34403_6.jpg""]",2020-04-13T15:07:35
2340,Men's adidas Football Predator 19+ Firm Ground Cleats,F35611,22999,13799,40,Adidas,"Predator isn't just a boot. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The upper on these football boots is made from foot-hugging knit textile for secure lockdown. Its laceless design leaves a clean striking area while a textured coating on the forefoot grips the ball for maximum precision when passing and shooting.",0,0,"[""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_1.jpg"",""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_2.jpg"",""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_3.jpg"",""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_4.jpg"",""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_5.jpg"",""https://content.adidas.co.in/static/Product-F35611/adidas_F35611_6.jpg""]",2020-04-13T15:07:49
1164,Men's adidas Football Predator 19+ Firm Ground Cleats,F35613,22999,13799,40,Adidas,"Predator isn't just a cleat. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The upper on these soccer cleats is made from foot-hugging knit textile for secure lockdown. Its laceless design leaves a clean striking area while a textured coating on the forefoot grips the ball for maximum precision when passing and shooting.",0,0,"[""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_1.jpg"",""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_2.jpg"",""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_3.jpg"",""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_4.jpg"",""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_5.jpg"",""https://content.adidas.co.in/static/Product-F35613/Men_FOOTBALL_SHOES_FIRM_GROUND_F35613_6.jpg""]",2020-04-13T15:07:01
1716,Men's adidas Football Copa 19+ Firm Ground Cleats,F35514,22999,13799,40,Adidas,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a match, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats seamlessly fuse a stretchy knit textile collar with a soft, ridged K-leather vamp. The result is secure lockdown, wraparound comfort and smooth-as-silk ball contact.",0,0,"[""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_1.jpg"",""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_2.jpg"",""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_3.jpg"",""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_4.jpg"",""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_5.jpg"",""https://content.adidas.co.in/static/Product-F35514/Men_FOOTBALL_SHOES_FIRM_GROUND_F35514_6.jpg""]",2020-04-13T15:07:25
1346,Women's adidas by Stella Mccartney Running PulseBoost HD Mid Shoes,G25878,18999,13299,30,Adidas,"Stella McCartney and adidas continue to bring bold femininity, innovative technologies and an unrestrained design approach to the world of sport. When the weather shifts, these mid-cut running shoes keep you on track of your goals with a durable, water-resistant upper. Energy-returning cushioning charges every step with unparalleled comfort.",0,0,"[""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_1.jpg"",""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_2.jpg"",""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_3.jpg"",""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_4.jpg"",""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_5.jpg"",""https://content.adidas.co.in/static/Product-G25878/Women_RUNNING_SHOES_LOW_G25878_6.jpg""]",2020-04-13T15:07:08
1973,Men's adidas Originals by Alexander Wang Futureshell Shoes,EE8489,21999,13199,40,Adidas,Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These shoes combine a patent leather upper with a rubber outsole.,0,0,"[""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_1.jpg"",""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_2.jpg"",""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_3.jpg"",""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_4.jpg"",""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_5.jpg"",""https://content.adidas.co.in/static/Product-EE8489/adidas_EE8489_6.jpg""]",2020-04-13T15:07:35
2540,Men's adidas Originals by Alexander Wang Futureshell Shoes,EE9027,21999,13199,40,Adidas,Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These shoes combine a patent leather upper with a rubber outsole.,0,0,"[""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_1.jpg"",""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_2.jpg"",""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_3.jpg"",""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_4.jpg"",""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_5.jpg"",""https://content.adidas.co.in/static/Product-EE9027/adidas_EE9027_6.jpg""]",2020-04-13T15:07:56
